index,user_id,date,comment
1410,dino001,"May 1, 2015 7:54AM","LOL, Roadburner.  I think VW had one of the most inconsistent dealer networks out there.  From absolutely horrible to first class and all in between.  My observation is that it all depends on the parent corporation.  If it belongs to a same place where premium German cars are sold, it's usually a very professional and nice place, not necessarily cheapest, but pleasant.  Cross-pollination with fellow BMW or Audi usually helps.  However, if it belongs to one of those Hyundai-Kia-Toyota-VW-fill-the-blank stores, the experience is not so great, probably for the same reason.  Attitude toward order may be exact result of that - if company culture had already ordering on premium brands, it's no big deal to do that on lower end brand as well.  However, if special order has never been on vocabulary of a Kia manager (not picking on them, just an example), when he moves to a VW store, he is not going to change his habits."
1411,carnaught,"May 1, 2015 8:41AM","Penske has a large auto dealership network and in Scottsdale they have a very large dealership that ranges from Porsche, BMW, Jaguar, Range Rover, and VW, the three times I was in that VW dealer (on the same lot as the Range Rover) the treatment was first class. Just too bad that VW has dummy down....Never impressed with their VW dealer, and haven't as yet been able to do business with them."
1412,stickguy,"May 1, 2015 9:10AM","yeah, on a Honda it is just a matter of doing a search for the specific model and color combo.  Which is almost always out there someplace.only exception might be if you are holding out for a stick shift.  There may be a few theoretical configurations (like a Navi) that don't exist in reality."
1413,flightnurse,"May 1, 2015 11:29AM","Michaellsaid:Look at the option list for a 3-series, then for an Accord. Big difference. Really, the only ""options"" are for dealer added accessories. You want leather for your LX? Sure, here's the Katzkin catalog. Can't get it from the factory. At all.But you can option up a 320i to $45K if you tick all the boxes.It's not comparing apples to oranges. More like apples to coffee tables.I look at the Japaneses car companies at making appliances, you can't option out a washer, just move up to higher model. That is what the Japanese do, want leather in an Accord, then move up to the EX-L, if you are looking at the LX but want sunroof, you need to move up the higher model that might come with equipment you don't want. Lexus and Infiniti does this too.IF you want a 320i, but want leather and sunroof, you can do that and stay in the 320i model, if you want a 320i with sport package and manuel transmission yup, you can stay with the 320i... Sure I can go and purchase a fully loaded Accord EX-V6 for 35K, but it's still an appliance..."
1414,graphicguy,"April 18, 2015 7:01AM","You can see the trends...BMW getting more ""middle of the road"" as is Infiniti.Audi seems to straddle the line a bit with it's regular A series, and cranks up the performance with the S and RS series.Caddy is moving more towards the good handling/performing, well built sports sedans in addition to handing with the perennial ""cash cow) Escalade.Acura, while I've always liked them, admittedly seemed to have been hit particularly hard by the crisis in Japan over the Tsunami and the subsequent nuclear reactor fall out.  I think they're just now really recovering from that,  Not sure why it's taken them so long to regroup vs their car manufacturing counter parts, but it has.I've read that Honda is ready to jump back into the fray with Si type products.  And, you can see some of that trickling into the Acura space with the NSX, upgraded ILX, and what I'm betting will be a TLX-S not too far out.  They're already the ""wagon"" of choice umping the more upscale SUV shoppers.Funny about BMW.  I like them as well as any other brand I've owned.  However, they do have a tendency to play the ""ready-fire-aim"" game.  Take for instance the iDrive.  When it first came out, it was terrible.  BMW said we didn't understand it.  That was part of the problem.  They built an interface that no one understood.  Now, we see them moving away from their ""core"" values as a car maker.  They're getting further and further removed from the attributes that built them as a company.They say we want ""numb"" steering....really?  Who told them that?  Their market research is WAY flawed.  Yet, they carry on, trying to convince us the problem is with their customers, not their engineering.May not hurt them now, but as their competition comes rushing in to fill the vacuum, they'll eventually find that they aren't alone as the ""ultimate driving machine""."
1415,Mr_Shiftright,"April 18, 2015 8:00AM",A German automaker said that? I'm shocked....SHOCKED!
1416,circlew,"April 18, 2015 12:18PM","Yes, I  chose hydraulic steering."
1417,markcincinnati,"April 18, 2015 6:14PM","Please chill -- overall, typically, generally speaking, etc, etc, things are as they are due to the market.For example, if shoppers who become buyers would buy ""whatever"" you can bet the supplier would provide as much ""whatever"" as possible.I live in Cincinnati -- Cincinnati surrounds a city called Norwood.  Norwood WAS the city that made Firebirds and Camaros.  WAS the city.  The folks that built the cars did such insane things as put pop bottles in the doors, assuring the cars would be delivered with rattles.  Time and time again GM would give in to the workers demands for ""whatever"""" -- predictably and obviously, but not so to the folks who actually built the cars, GM said, to hell with it, and announced the closing of the plant.  Millions of dollars of salary and taxes would come to an end.  The response?  The workers ""threatened"" productivity.Too little, too late.I bought and/or leased ONLY stick shift cars through 2003.  I couldn't even take my car to a full service car wash, no one knew how to drive it -- once the noise and smell of my gears grinding and clutch melting was so terrifying, I decided, ""I'm done -- the basterds (spelled that way on purpose) have won.""YOU are the reason the cars are as they are -- I bought nearly 30 manual transmission cars (from Germany, no less) the rest of you folks were buying auto transmissions.  Now, after the plant's closing you threaten productivity?  Too little too late.Now, you're being told, I gather, that if you want what ever it is that you want, you can find it in an ""M"" BMW -- well, folks, if you don't buy them, you can be 100%  certain whatever it is that you think you want will be discontinued due to a lack of paying customers.The cars are as they are due to the market's acceptance (measured in BUYERS) of whatever it is they sell.If they sell purple, green, red and blue and no one buys a blue one -- figure out what will happen to the availability of future blue ones.You'd think this was some  sort of plot against you -- foisted upon you by evil car manufacturers who only want to produce  more and more car models and configurations that no one whats?!?  Pull the other one.I don't know what is being taught today at US universities that passes for economics, but it must not include the simple explanation of demand and supply.Have you seen some of the car ads on TV?  Some of them portray the company's cars being driven by handsome men and pretty women zooming off in the ""fill in the blank"" equipped with a stick shift.  Clearly some cars with virtually nil up take on the cars marketed, still market the notion that folks lust for stick shifts (for example) -- where the rubber meets the road (where the cash changes hands) the transmissions are rarely manual.Let's talk about the upcoming reality, more and more driver aids -- less and less driver involvement -- that is where everything is heading.  The reason things are heading where ever it is they are heading is MONEY.If you think we should have BMWs like they used to be decades ago, fine -- pony up the money.Not gonna happen, not gonna happen.I took a long test drive of an Audi S5 with the torque vectoring rear differential option and a DSG transmission -- Old School would be run over, chewed up and spit out by this . . .  nothing old school, affordable by mere mortals, even comes close to this kind of performance.It's all about the Benjamins."
1418,markcincinnati,"April 19, 2015 2:49PM","Mr_Shiftrightsaid:I think we'll find that as the driving situation on American roads becomes more and more awful, the cars themselves, and their drivers, will continue to adapt to this new environment. The Model T Ford succeeded by paying close attention to the roads it was going to be used on, and I think the modern car is rushing headlong into providing a) safety b) convenience c) comfort, over any ""thrill"" of driving.  Your average driver of a new S5 will never push the car to anywhere close to its capabilities.Completely agree.  In fact, MOST drivers, not just the average one's will never even come close to what a lot of cars are actually capable of doing.Mean time, we're heading faster and faster toward more and more of less (that would be autonomous driving).Much as I like most of the new tech -- I must admit I will miss driving (mostly).My morning and evening drives to and from work, would be fine for a car that would drive itself and leave me out of the equation -- to enjoy my dopio."
1419,cdnpinhead,"April 19, 2015 8:51PM","So. . . I guess we should all just take the gas pipe.Driving, or what's left of it, will soon disappear altogether.Maybe for you, but not for me out here where there aren't quite so many people."
1420,markcincinnati,"April 22, 2015 11:08AM","Next up, two more test drives, one in a $56,000 A5 2.0T quattro Cabriolet and one in a $67,000 S5 Cabriolet.Hmm, 365.25 days in a year.Question to self: Would you REALLY drive with the top down even 36 days per year (about 10%), or would the real number be even lower.  Maybe a Cabriolet makes sense in LA,Both cars were super smooth, top up or down.  The S5 was the champ due to the engine and transmission -- and, if you feel the need for losing your top, either one of these cars certainly scratch the convertible itch. . .but,  no thank you.Not feelin' the Audi convertibles --  no matter how nice they are.Not feelin' any convertible, if you axe me."
1421,Mr_Shiftright,"April 23, 2015 6:12AM",One thing I don't like about convertibles in metro areas is that you and the car's interior get dirty from junk in the air.
1422,flightnurse,"April 23, 2015 2:26PM","So this past week, the windshield cracked on the BMW, When I got home called the dealer to see what they charge, was quoted $635 for the Windshield, and seal, then labor at $172/hr x 3 hours ($516) for a total of $1,151.. Of course the service manager is telling me how important it is to have the window replaces at the BMW because as he put it, he has seen some horrible jobs which cost the owner thousands of dollars to repair.. We have gieco for insurance company, and have zero deductible, but they will only pay $40 an hour for labor.. So I contacted Safelite, my quote complete with a BMW windshield was $634, this they came to the house and replaced it. It was interesting to hear this guy talk, he and another guy only do high end cars and they are the ones who go the dealership and do them.. So the dealer was going to make $500 bucks by having someone else do the work...So let you people know that Safelite can get OEM windshields and save some money and hassle, since they bill the insurance company direct..."
1423,flightnurse,"April 23, 2015 11:22PM","robr2said:Very true.  Few dealerships have the ability to change a windshield.  They just sub it out and mark up the price.Even getting OEM glass isn't that simple.  My understanding is that the OEM parts depots don't stock many windshields because of the time it takes to ship one via truck to the dealer.  The aftermarket glass industry does such a good job and does it immediately that it's almost pointless for dealers to try and replace windshields.I've had 3 windshields replaced, all by Safelite and IIRC, all the glass was Carlite who is a huge OEM and aftermarket auto glass company.Rick had his windshield replaced on his Geneses twice, the first one was so distorted that I was surprised that the installer from safelite even installed, that was replaced the same day, his second one was OEM  and didn't have a problem. So I'm not too sure if that makes a difference or not but I wanted OEM glass installed."
1424,sda,"April 24, 2015 9:07AM","markcincinnatisaid:Old School -- not even sure, anymore, what that means exactly.  I wouldn't give up ABS, ESP, Blind Spot Warnings, Parktronic, Rear, Front, Top-view cameras, torque vectoring differentials, brake assist, turbo or super charged ""cleaner"" engines, adjustable suspensions, dual clutch ""automatic manual"" transmissions, fuel stratified injection, voice commands, hand and eyes free phoning capabilities, sat navigation and all the apparently ""New School"" tech noted and most of what I didn't note, too.My all time favorite car -- until now -- was a 1995 Audi S6, fully loaded, manual transmission version.  I loved that car.  As my newer cars came along, I appreciated their improved technology, safety, performance and luxury, but that certain something the 1995 S6 had was always something I looked and hoped for.Finally, my '14 S4 has both that ""certain something"" (old school) coupled with the tech and features available on a modern car (new school).I bet if someone brought me a pristine 1995 S6 to drive, I'd find it, today, underwhelming.Of course, that was then, this is now . . . I've let go of the past, even though I still remember it with great affection.I really doubt there would be much of a market for old school vehicles anyway. . . .I  can't wait for ""the next"" new school treat from the planet's best automakers.Signed,Often wrong, never uncertain.I often reflect nostalgically about cars I've had in the past.  The driving dynamics, features, etc. of new cars have improved so drastically in the last decade that if I was to drive one of my old favorites today I bet I would be very disappointed.  My current 13 Accord is faster than many V-8s I've owned, gets 30mpg plus and doesn't require frequent maintenance and has been trouble free at 38000mi.  It is safer, full of modern tech features, a pleasure to own.  A far cry from roll up windows and an AM radio!"
1425,markcincinnati,"April 24, 2015 12:17PM","There are ""chip"" providers that do provide a warranty -- far as I know, though, most of their products are NOT approved by the MFG's.  Volvo has partnered with Polestar and cars chipped (from the factory, of course) by Polestar are covered by the OEM warranty.  I don't know if Dinan has any formal relationship with BMW that somehow protects a customer with a Dinan modded BMW from financial ruin.  I don't think StaSIS modded Audis carry an official Audi warranty, but cars so outfitted by StaSIS do have a full warranty and there are actual Audi dealers who retail from the ground up StaSIS outfitted versions.I chipped an Audi TT (MTM chip) and sometimes under full throttle, the engine would just shut off, requiring the car to be restarted.  It did this intermittently, and it wasn't until we decided to trade the car in on a more powerful TT that MTM came out with the ""software patch"" that cured this issue.Chipping, initially, is an inexpensive way to get gobs of power (mostly torque) from blown engines -- but unless the chip's effects are 100% reliable and predictable, well, I am of the opinion that I will just get a bigger meaner more powerful version of the car in question, rather than trying to patch the OEM's software for engine management.  Limp home mode is scary -- worse than that it can be unsafe.I'll live with 333HP and 325 pound feet -- I know the next one will have more of both and get better mileage, too.  Poor poor me -- how can I possibly have the power to pass safely on the highway with such a tiny power package?!?"
1426,flightnurse,"April 24, 2015 1:37PM","markcincinnatisaid:There are ""chip"" providers that do provide a warranty -- far as I know, though, most of their products are NOT approved by the MFG's.  Volvo has partnered with Polestar and cars chipped (from the factory, of course) by Polestar are covered by the OEM warranty.  I don't know if Dinan has any formal relationship with BMW that somehow protects a customer with a Dinan modded BMW from financial ruin.  I don't think StaSIS modded Audis carry an official Audi warranty, but cars so outfitted by StaSIS do have a full warranty and there are actual Audi dealers who retail from the ground up StaSIS outfitted versions.Dinan and BMW work closely together, and if you have any Dinan work at an authorized Dinan shop, it is covered under the factory BMW warranty. My 330 had many Dinan upgrades to it and never had a problem. My piggy back on my 320 has been flawless, not one problem, no code issues. Now if I had a M5 and was having issues after upgrades, I would take those upgrades off and want my money back... No fun having a car like a M5 sitting in the shop.."
1427,roadburner,"April 24, 2015 3:54PM","Dinan has always been theveryhigh priced option; the Hypertech for my Mazda has a street price of $400. The Ford Racing power kit(tuner, plugs, cold air intake) for the Focus ST boosts torque by90 lb-ftand preserves the factory warranty when installed by a dealer. It's only $795."
1428,markcincinnati,"April 25, 2015 5:16AM","How is it that a power-plant that outputs, say, 250 pound feet BEFORE chipping and 340 AFTER not putting stress on the transmission originally designed for the original torque output (with some margin built in for durability)? The thing is, such upgrades of blown engines often do produce massive torque improvements (at low RPM's) -- and initially there usually does not appear to be any negative consequences of the added twist.  But, over time, won't the transmission almost be expected to have a reduced lifespan?My point would be ""let the buyer beware"" -- go with a factory approved chip provider, if one exists. If Dinan does not risk the warranty, go with them for your BMW upgrad; if APR has no affiliation with Audi, well, be guided accordingly and put about $15,000 in a bank account called ""Just In Case"" -- or just get the uprated model usually offered by the manufacturer in the first place.This (the above) is coming from a been there done that perspective -- my wife was becoming a sitting duck everytime she attempted to merge with high speed traffic.  We ended up just getting the high output version of the car -- shoulda gone with that one in the first place.It continues to amaze me as I read the posts on Audiworld.com made by people who haven't even signed the papers for their new fill-in-the-blank Audi model -- usually titled ""Let the mods begin.""  Folks are buying A4 SLines and immediately begin spending sometimes governmental sums in an attempt to turn their SLine A4's into S4's. Why not just buy an S4 in the  first place -- about the same costs, sometimes less and no warranty risk.Color me confused.Nevertheless, drive it like you live."
1429,nyccarguy,"April 25, 2015 7:37AM","@markcincinnati""This (the above) is coming from a been there done that perspective -- my wife was becoming a sitting duck everytime she attempted to merge with high speed traffic. We ended up just getting the high output version of the car -- shoulda gone with that one in the first place.""Driving what? A 3 cylinder Geo Metro Convertible with a 3 speed automatic transmission?  My daily driver is a 175 horsepower, 4 cylinder, normally aspirated Subaru Legacy.  While it is far from a performance vehicle as far as acceleration goes.  I'd categorize the Legacy's get up & go as adequate.  We have some old roads with some very short on ramps with stop signs at the end.  Now I need to plan ahead, but have no problem getting up to speed eventually."
1430,flightnurse,"April 25, 2015 11:05AM","markcincinnatisaid:How is it that a power-plant that outputs, say, 250 pound feet BEFORE chipping and 340 AFTER not putting stress on the transmission originally designed for the original torque output (with some margin built in for durability)? The thing is, such upgrades of blown engines often do produce massive torque improvements (at low RPM's) -- and initially there usually does not appear to be any negative consequences of the added twist.  But, over time, won't the transmission almost be expected to have a reduced lifespan?This is an excellent question, maybe BMW and Audi have one transmission that is used in all of thier cars, maybe the 8spd in my 320i is the same as used in the 550i, if so then the transmission can handle the extra power and torque.."
1431,roadburner,"April 25, 2015 12:21PM","The 8 spflightnursesaid:markcincinnatisaid:How is it that a power-plant that outputs, say, 250 pound feet BEFORE chipping and 340 AFTER not putting stress on the transmission originally designed for the original torque output (with some margin built in for durability)? The thing is, such upgrades of blown engines often do produce massive torque improvements (at low RPM's) -- and initially there usually does not appear to be any negative consequences of the added twist.  But, over time, won't the transmission almost be expected to have a reduced lifespan?This is an excellent question, maybe BMW and Audi have one transmission that is used in all of thier cars, maybe the 8spd in my 320i is the same as used in the 550i, if so then the transmission can handle the extra power and torque..The 8 speed ZF(8HPxx) is used in a lot of different brands and depending on the model it can handle anywhere from 332 lb-ft to 665 lb-ft of torque. That said, the F20, F30 and F10 get  the 8HP45, which is not as strong as the 8HP70- which sees duty in the F01, E70, and all the Chrysler/Dodge Hemis save the Hellcats(8HP90)."
1432,roadburner,"April 25, 2015 5:52PM",My mistake- the 550i gets the 8HP70- as do all the BMW V8s.
1433,roadburner,"April 26, 2015 9:46AM",Yes; the 335d gets the 8HP45- go figure; I remember a BMW engineer saying that the reason that the 335d was only available with an automatic was because they didn't have a manual box that could withstand the torque...
1434,andres3,"April 26, 2015 8:43PM","m6usersaid:I love the way that many people literally accuse these mags of accepting bribes to slant reviews and then turn around and use these same mags as sources.  Count the ads???  If you make the accusation why don't you count the ads and prove your point.  I'm not naive but I tire of the off the cuff indictments without ever citing any actual proof.  The mags might not always be right but ""monthly checked was bumped""?  Please.I've long stated and believed that the only mag that doesn't sound like cheerleader marketing was Consumer Reports.  It would be hard to pinpoint obvious direct blatant biases with proof, but you get the general impression of bias from advertisers in magazines that derive income from advertisers."
1435,flightnurse,"April 27, 2015 8:28AM","andres3said:markcincinnatisaid:I've long said that the Sport Rear Diff should be standard on all Quattro Audi's, especially S models like the S4.  Whoever decided that making moon roofs standard was more important for about the same price as the Rear Diff option should be shot.  How can anyone choose navigation or sun roof over the torque vectoring?  I'm dumbfounded.The buying public that is who decided that..."
1436,flightnurse,"April 27, 2015 9:20AM","markcincinnatisaid:flight:Virtually all of the decisions regarding these cars are ultimately made by the buyers -- not the shoppers, not the bloggers, not the professional reviewers.  Some of the decisions are made by governmental bodies who do require certain features, mostly or usually for safety concerns.On the other hand, MARKETING, should -- if you ax me -- should market several of these cars, particularly the ""S"" cars with the Sport Diff; and, I think sport diff should be an option on ALL of the other AWD versions.The reason it is not, I'm guessing is to keep the base price as low as possible.The loaner S4 I received the other day didn't have a backup camera -- which I thought was, at the very least, odd.  It is in the pipeline of government mandate for the 2017 MY is it not?  The High End Germans (and others) should probably be ahead of this in making the camera already standard.One of my early Audis came with electronic stability program, I think back in 2000 -- it became a standard in 2012 as I recall.  Same deal with ABS, the high zoot Germans had it long before the more pedestrian offerings, yes?In any case, the statement that the customer makes the decision is one that I totally agree with.Sunroofs must be more ""desirable"" even if they're rarely opened (like mine).  I wouldn't miss a sunroof if it didn't come ""standard."" I'd take the sport diff in a heartbeat, instead.Mark, many people on this forum have said this, regarding the Germans they will nickel and dime you on features that should standard, Bluetooth audio should be standard, it's not... Backup camera, Alarm systems..But in the end the buying public dictates what comes standard..."
1437,roadburner,"April 27, 2015 11:34AM","BMW has always been one of the worst brands with respect to options and how they are ""packaged.' I do have to give Munich kudos for offering the sunroof delete option on the M235i..."
1438,flightnurse,"April 14, 2015 9:36AM","rayainswsaid:I mentioned the RPM at cruising speeds in the S3.The Edmunds test specs show RPM at 70 = 2500.As one other data point, my Charger would be travelingat approx. 120 MPH at 2500 RPM in 8th gear.- RayJust sayin' .....Ray, I would love to see a photo of this, even the BMW 550i isn't doing 120 at 2500..."
1439,flightnurse,"April 14, 2015 9:42AM","graphicguysaid:In Cadillac's case, perception IS NOT reality. It's going to take some time to shake the grat Uncle image.  That said, the one enticement that got me to wtite a check was my car's low $40s selling price.I'll put my CTS up against a $60K+ E series or 5 series any day....and be glad I bought the Caddy.That said....it doesn't ride or drive ANYTHING resembling the Caddy of yesteryear.  Their long time customers are long gone.  Those folks were chased out of the Cadillac showroom and told not to leave their forwarding adress.Graphic, I wish the Auto Mag's would do a comparison of 4 cyl Luxury cars, but then again the E class wouldn't be part of that since the only 4 cyl they have is E250 BluTech. But Audi, BMW and Caddy could go head to head for the battle of who has the best 4 cyl luxury car.."
1440,flightnurse,"April 14, 2015 9:52AM","roadburnersaid:graphicguysaid:In Cadillac's case, perception IS NOT reality. It's going to take some time to shake the grat Uncle image.  That said, the one enticement that got me to wtite a check was my car's low $40s selling price.I'll put my CTS up against a $60K+ E series or 5 series any day....and be glad I bought the Caddy.That said....it doesn't ride or drive ANYTHING resembling the Caddy of yesteryear.  Their long time customers are long gone.  Those folks were chased out of the Cadillac showroom and told not to leave their forwarding address.Hmmm...Problem Graphic has a 4 cyl CTS, not a V6..   Also I read that for 2017 the new 5 series will be roughly 250lbs lighter."
1441,roadburner,"April 14, 2015 10:07AM","roadburnersaid:Just recently talked to a long time BMW enthusiast; he has always owned the latest and greatest M3 or M5- and even crewed on a BMW LSR attempt. He told me that he now drives a CTS Vsport. I asked him why and his answer was:""The Ultimate Driving Machine has left the building.""BWTM:Just yesterday I talked to another friend; he used to have an E39 M5 that he used as his HPDE instructor car. It was getting long in the tooth and-after checking out the E60 and F10 M5-he decided to buy a CTS-V.And one more thing; my friend used to be on the staff ofBimmermagazine."
1442,rayainsw,"April 14, 2015 10:24AM","kyfdx -In full automatic, you may well be correct.[ I have no intention of attempting verification. ]Locked manually into top \ 8th gear, I amconfident of these numbers - and I have seen the60 - 80 MPH readings.- RayProbably going to be chastised for being off ELLPS topic here........"
1443,roadburner,"April 14, 2015 10:45AM",kyfdxsaid:Probably going to be chastised to well off ELLPS topic here........Well... not by me..I wish I could remember the formula..(Final drive ratio) X (top gear ratio) X 1000 = RPMs at 60 MPH?Someone help me out... lolTo find engine RPM:(337 x GR x S)/D = RPMWhere:337 is a conversion factorGR is the gear ratioS is the speed in miles per hourD is the tire diameter
1444,rayainsw,"April 14, 2015 10:59AM","337 * 1.75 * 120 = 70,770/28.68=2467"
1445,rayainsw,"April 14, 2015 11:33AM",2.62 x .667.Correct.Tires = 245/45x20.
1446,stickguy,"April 14, 2015 11:36AM",A stick diesel? Better hope VW offers it in the new golf sport wagon.
1447,billyperks4,"April 14, 2015 1:29PM","Brozen-I am not knocking the Caddy, all I am trying to say (and this is just me)  the 5 is just a nicer car to own all around. My tv/audio installer has the CTS and quiet frankly it is a nice car but its just not ""me"".Can I have at least have an opinion?-it does not hurt to have one-right?."
1448,qbrozen,"April 15, 2015 5:33AM","billyperks4said:Brozen-I am not knocking the Caddy, all I am trying to say (and this is just me)  the 5 is just a nicer car to own all around. My tv/audio installer has the CTS and quiet frankly it is a nice car but its just not ""me"".Can I have at least have an opinion?-it does not hurt to have one-right?.Well, certainly. But I can at least admit they are in the ""same league,"" sport pack or no."
1449,roadburner,"April 15, 2015 7:10AM","qbrozensaid:roadburnersaid:qbrozensaid:BTW, my CTS's TT 3.6 has far more power over a far wider band than the TT 3.0 in my 135i did.I fitted the 2.3 DI turbo in my MS3 with a low restriction MS intake as well as an extremely conservative ECU remap; while the N55 does produce appreciably more torque below 2800 rpm, from 2800 rpm to 6000 rpm the 2.3 cranks out 20 lb-ft to 44 lb-ft more torque. Which motor is ""best"" depends on one's personal preference. In my case, the 2.3 power curve fits both the car and  my driving style- and with a 0-100 time in the mid twelves I can refer to the MS3 as ""quick"" with a reasonably straight face.My 135 was definitely fast, especially after I added the tune, downpipes, and intake. But the curve still wasn't as fat and flat as the Caddy's feels. For example, if I was in the wrong gear in the bimmer, it would just fall flat, while that doesn't seem to be the case in the CTS. Of course, an extra 20% of displacement probably has alot to do with that.Displacement is definitely a factor- and a flat torque curve plays to the strengths of the excellent automatic transmissions we have today. In my case, once you are above 40 mph or so any gear from 3rd through 6th will get the job done- the only difference is how fast. 3rd and 4th or the go-to gears if you want to make really rapid progress on a winding two lane road, but really you can just leave it in 6th from 50 mph-up and still have enough acceleration in reserve to humiliate most challengers.I've been looking around for a manual CTS-V and they are certainly thin on the ground- good ones are, at any rate. I also wouldn't mind a G8 GXP with a stick, but most of those were bought and stored away by collectors"
1450,roadburner,"April 15, 2015 8:23AM","rayainswsaid:The BMW 335iS I had [ 370 TQ from the factory ]was probably the best turbocharged vehicle I haveever driven.  It seemed always to be in the right gear[ DCT ] or willing to pull with authority and immediacy,even if [ manual mode ] in a less than ideal gear for the chore.Part of this was certainly the gearing here.130 MPH [ legal  = on the German Autobahn ]in top gear = 7th was 4400 RPM![ And yes, I have a picture - taken by my daughter. ]http://smg.photobucket.com/user/rayainsw/media/BMW Euro Deliv/BMW Euro Deliv Jens Pics/IMG_0968130MPH.jpg.html?sort=3&amp;o=3- RayTQ junkie....My MS3 now peaks at 324 lb-ft at 4050 rpm. In 6th(top) gear that is only 104 mph."
1451,graphicguy,"April 15, 2015 9:31AM","billy...no harm, no foul.  I was not enamored with the 5 Series....especially for the price (low $60s).  As far as one being nicer than the other?  Can't really make that connection.  I think the build and materials might actually be a little better in the CTS vs the 5.  You don't see it that way.  No problem for me.  That's why they make all sorts of different cars, models at all kinds of price points.  Plenty of choice for everyone.I do like the 2.0 turbo motors that Cadillac, Audi and BMW use.  I like the one in the Caddy a bit better than the other ones, though.  INHU, it pulls stronger than the other two.  My opinion is the CTS handles better, too. Cadillac really dialed in the suspension on the CTS.Haven't driven the diesel in the E Class.  So, I can't comment on it.Now, if you ask me about the straight six twin scroll turbo with the performance package I had in my E92, then I'd be hard pressed to pick any of the other turbo 4s over that motor.  But, you put that in a 5 Series and you're closing in on $70K.I'd probably opt for a CTS-V (or even a less expensive CTS-VSport) for that kind of cash.FN....would love to see a pro comparison with 4 cyl luxury sports sedans."
1452,rayainsw,"April 15, 2015 9:42AM","An M235i sedan, with a version of the 370 TQ 3.0 six cylinderfrom the 2011 335iS coupe I had [ and the ZF 8 speed automatic ]would interest me.A lot - if priced reasonably .....- RayVERY unlikely, I know..."
1453,graphicguy,"April 15, 2015 10:11AM","roadburnersaid:graphicguysaid:In Cadillac's case, perception IS NOT reality. It's going to take some time to shake the grat Uncle image.  That said, the one enticement that got me to wtite a check was my car's low $40s selling price.I'll put my CTS up against a $60K+ E series or 5 series any day....and be glad I bought the Caddy.That said....it doesn't ride or drive ANYTHING resembling the Caddy of yesteryear.  Their long time customers are long gone.  Those folks were chased out of the Cadillac showroom and told not to leave their forwarding address.Hmmm...RB....I drove both the 3.6 and the 2.0T in the CTS.  3.6L is a nice motor.  I preferred the 2.0T.  It pulled better in the very lower reaches of the RPM band.  If it had been a 3.6L TT, then different story.But, as the review points out, it seems BMW is swapping places with the old Cadillac....getting softer, while the CTS is becoming more of an athlete in the group.In truth, I think performance numbers for the 3.6L and the 2.0L for the CTS are just about equal.  Some rags have the 3.6L a few ticks faster, some have the 2.0L a few ticks faster.  Pick the one you like best, which is what I did."
1454,roadburner,"April 15, 2015 10:47AM","graphicguysaid:But, as the review points out, it seems BMW is swapping places with the old Cadillac....getting softer, while the CTS is becoming more of an athlete in the group.I've been reading the May issue ofRoad & Trackand, in addition to a great article by my friend Sam Smith on driving an Alpina 2002ti racer at the Monterey Motorsports Reunion, there is an article on the introduction of the new Miata. Guess what Mazda did? They brought along a pristine 1st generation Miata so that journalists could appreciate how the new Miata remains true to the original concept.Can you imagine BMW even attempting something similar?"
1455,billyperks4,"April 15, 2015 11:29AM","""I assume you mean the M6 Gran Coupe; it is a decent enough cruiser, but I can't saythat I like it all that much better than the B7 press loaner that I took to Motorsport Ranch in 2007""I stand corrected- its indeed M6 Grand Coupe- there is a white one on my dealer's floor with the brown leather- take about DROOLING."
1456,cdnpinhead,"April 15, 2015 1:00PM","It's interesting (I spent my luch break reading my most recent Roundel) that BMW is continuing to direct anyone who wants an ""old school"" BMW toward the M cars.I don't want to spend that kind of money.  ""In the beginning,"" BMW made such cars at an entry level.  They had solid steering, suspensions that made cornering fun, a manual transmission (& dipstick) and not much else.Those days are so gone.I don't want to spend $45K+.  I can now, but I won't."
1457,flightnurse,"April 15, 2015 2:32PM","cdnpinheadsaid:BMW has clearly decided that the enthusiasts who built the brand 40 years ago are no longer of any significant value, relative to those who appreciate numb electric steering and soft suspensions -- never mind RFTs and electric oil level sensors that don't always work.I haven't let the door hit me on the way out, and I'm sure the 0.2% of the market who feels the same way hasn't either.The real question is, where do we go from here?  I want a diesel-powered station wagon with a manual transmission.  BMW makes several which would perfectly meet my desires, but none are sold in North America.  Almost no one else cares, so I guess they're doing it correctly.Oh please stop the drama... These ""enthusiasts"" don't buy enough cars to keep the company afloat... I guess the M235 isn't good enough..."
